Neighborhood,ID,Latitude,Longitude,"11 Agriculture, forestry, fishing and hunting","21 Mining, quarrying, and oil and gas extraction",22 Utilities,23 Construction,31-33 Manufacturing,41 Wholesale trade,44-45 Retail trade,48-49 Transportation and warehousing,51 Information and cultural industries,52 Finance and insurance,53 Real estate and rental and leasing,"54 Professional, scientific and technical services",55 Management of companies and enterprises,"56 Administrative and support, waste management and remediation services",61 Educational services,62 Health care and social assistance,"71 Arts, entertainment and recreation",72 Accommodation and food services,81 Other services (except public administration),91 Public administration,Any Job,Avg House Price,Avg Household Income,HAI,Avg House Price Categories,Avg Household Income Categories,HAI Categories,Assault,AutoTheft,Homicide,TheftOver,BreakandEnter,Robbery,All Crimes,Assault Categories,AutoTheft Categories,Homicide Categories,TheftOver Categories,BreakandEnter Categories,Robbery Categories,All Crimes Categories,English,French,Montagnais (Innu),Swampy Cree,Ojibway,Oji-Cree,Ottawa (Odawa),Dene,Sarsi (Sarcee),Mohawk,Dakota,Kabyle,Bilen,Oromo,Somali,Waray-Waray,Amharic,Arabic,Assyrian Neo-Aramaic,Chaldean Neo-Aramaic,Harari,Hebrew,Maltese,Tigrigna,Khmer (Cambodian),Vietnamese,Bikol,Cebuano,Fijian,Hiligaynon,Ilocano,Malagasy,Malay,"Pampangan (Kapampangan, Pampango)",Pangasinan,"Tagalog (Pilipino, Filipino)",Haitian Creole,Kannada,Malayalam,Tamil,Telugu,Albanian,Armenian,Latvian,Lithuanian,Belarusan,Bosnian,Bulgarian,Croatian,Czech,Macedonian,Polish,Russian,Serbian,Serbo-Croatian,Slovak,Slovene (Slovenian),Ukrainian,Scottish Gaelic,Welsh,Afrikaans,Danish,Dutch,German,Icelandic,Norwegian,Swedish,Vlaams (Flemish),Yiddish,Greek,Bengali,Gujarati,Hindi,Kashmiri,Konkani,Marathi,Nepali,Oriya (Odia),Punjabi (Panjabi),Sindhi,Sinhala (Sinhalese),Urdu,Kurdish,Pashto,Persian (Farsi),Catalan,Japanese,Italian,Portuguese,Romanian,Spanish,Georgian,Korean,Mongolian,Akan (Twi),Bamanankan,Edo,Ewe,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Igbo,Lingala,Rundi (Kirundi),Kinyarwanda (Rwanda),Shona,Swahili,Wolof,Yoruba,Dinka,Cantonese,Hakka,Mandarin,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Wu (Shanghainese),Burmese,Tibetan,Lao,Thai,Azerbaijani,Turkish,Uyghur,Uzbek,Estonian,Finnish,Hungarian,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Tam O'Shanter-Sullivan,118,43.7801298547,-79.3029187122,0.167,0.054,0.32,0.276,0.43,0.403,0.495,0.333,0.141,0.105,0.166,0.099,0.08,0.348,0.307,0.365,0.099,0.319,0.508,0.192,0.247,768000,81000,74.308,"Low (<964,000)","Low (<106,666)",Low (<76),399,83,2,20,228,100,832,Low (<588),Low (<105),Medium (2-4),Low (<26),Medium (224-353),Low (<109),"Low (<1,138)",0.236,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.009,0.0,0.028,0.286,0.006,0.0,0.2,0.0,0.0,0.095,0.0,0.018,0.5,0.308,0.0,0.5,0.152,0.0,0.571,0.0,0.0,0.279,0.0,1.0,0.105,0.147,0.381,0.062,0.287,0.167,0.0,0.0,0.077,0.154,0.069,0.0,0.448,0.041,0.007,0.007,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.239,0.045,0.025,0.196,0.0,0.667,0.273,0.013,0.0,0.009,0.103,0.318,0.123,0.059,0.049,0.049,0.0,0.045,0.054,0.007,0.147,0.062,0.019,0.042,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.244,0.46,0.0,0.316,0.545,0.0,0.0,0.0,0.25,0.0,0.085,0.0,0.182,0.111,0.0,0.16,0.0,0.0,0.333,0.667,0.25,0.0,0.5,0.0,0.0,0.2,0.333,0.5,0.0,0.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.091,0.4,0.0,0.2,0.0,0.0,0.5,0.333,0.5,0.0,0.667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.143,0.0,0.0
Wexford/Maryvale,119,43.7485721411,-79.2986365699,0.25,0.054,0.32,0.47,0.407,0.349,0.566,0.496,0.13,0.103,0.228,0.077,0.2,0.442,0.331,0.437,0.187,0.351,0.551,0.262,0.276,903000,92500,72.172,"Low (<964,000)","Low (<106,666)",Low (<76),712,225,3,49,335,121,1445,"Medium (588-1,027)",High (>184),Medium (2-4),High (>44),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.32,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.013,0.0,0.139,0.586,0.003,0.0,0.0,0.0,0.0,0.143,0.0,0.023,0.0,0.231,0.0,0.5,0.239,0.0,0.143,0.0,1.0,0.474,0.333,0.0,0.175,0.12,0.095,0.625,0.167,0.0,0.0,0.0,0.0,0.308,0.103,0.0,0.414,0.083,0.008,0.048,0.0,0.0,0.167,0.01,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.729,0.101,0.016,0.121,0.0,0.667,0.182,0.127,0.0,0.019,0.138,0.273,0.075,0.353,0.049,0.036,0.0,0.03,0.1,0.016,0.263,0.124,0.0,0.032,0.0,0.013,0.0,0.0,0.0,0.0,0.25,0.333,0.0,0.0,0.5,0.0,1.0,0.059,0.0,0.0,0.0,0.044,0.049,0.089,0.0,0.026,0.227,0.0,0.0,0.077,0.0,0.0,0.255,0.5,0.091,0.111,0.4,0.26,0.0,0.0,0.667,0.333,0.0,0.0,0.125,0.0,0.0,0.0,0.667,0.75,0.067,0.0,1.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.273,0.2,0.0,0.1,0.0,0.0,0.5,0.333,0.7,1.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.143,0.0,0.1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.143,0.0,0.0
Clairlea-Birchmount,120,43.713592375,-79.28138178420001,0.0,0.054,0.14,0.357,0.369,0.284,0.537,0.44,0.133,0.118,0.231,0.084,0.12,0.373,0.333,0.484,0.129,0.435,0.516,0.303,0.271,836500,97500,82.121,"Low (<964,000)","Low (<106,666)",Medium (76-100),965,164,4,43,349,151,1676,"Medium (588-1,027)",Medium (105-184),Medium (2-4),Medium (26-44),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.301,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,1.0,0.079,0.003,0.0,1.0,0.0,0.0,0.762,0.022,0.027,0.5,0.385,0.0,0.5,0.304,0.0,0.0,0.5,0.0,0.364,0.0,0.0,0.07,0.05,0.048,0.396,0.007,0.167,0.0,0.0,0.077,0.269,0.034,0.1,0.621,0.034,0.012,0.041,0.0,0.025,0.056,0.005,0.0,0.0,0.0,0.0,0.143,0.067,0.0,0.0,0.0,0.0,0.0,0.426,0.7,0.011,0.131,0.0,0.0,0.0,0.203,0.333,0.028,0.069,0.227,0.15,0.059,0.031,0.04,0.0,0.104,0.085,0.018,0.137,0.092,0.0,0.016,0.0,0.013,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.118,0.0,0.091,0.0,0.068,0.073,0.091,0.0,0.132,0.091,0.167,0.025,0.0,0.5,0.0,0.064,0.167,0.091,0.111,0.2,0.42,0.0,0.0,0.333,0.667,0.25,0.333,0.375,0.0,0.0,0.4,0.5,0.5,0.133,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.5,0.333,0.6,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.143,0.0,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.5,1.0,0.143,0.0,0.0
Oakridge,121,43.6974081338,-79.2797083433,0.0,0.0,0.12,0.129,0.123,0.09,0.241,0.242,0.055,0.04,0.071,0.031,0.0,0.237,0.143,0.185,0.051,0.239,0.197,0.073,0.113,808000,61000,53.19,"Low (<964,000)","Low (<106,666)",Low (<76),1157,102,1,32,447,258,1997,"High (>1,027)",Low (<105),Low (<2),Medium (26-44),High (>353),High (>192),"High (>1,773)",0.13,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.043,0.0,0.778,0.113,0.0,0.0,1.0,0.0,0.0,0.667,0.0,0.016,0.0,0.154,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.103,0.333,0.0,0.07,0.025,0.143,0.042,0.0,0.0,0.0,0.0,0.077,0.038,0.0,0.1,0.103,0.007,0.004,0.007,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.0,0.008,0.112,0.0,0.0,0.0,0.051,0.667,0.009,0.034,0.136,0.069,0.059,0.055,0.051,0.0,0.03,0.026,0.006,0.021,0.028,0.0,0.003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.118,0.5,0.182,0.0,0.039,0.073,0.014,0.0,0.026,0.045,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.182,0.0,0.0,0.08,0.0,0.0,0.667,0.667,0.5,0.333,0.25,0.0,0.0,0.6,0.333,0.25,0.2,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.333,0.3,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.143,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.5,1.0,0.0,0.0,0.0
Birchcliffe-Cliffside,122,43.694681978599995,-79.2650925923,0.417,0.0,0.22,0.319,0.217,0.309,0.352,0.295,0.177,0.098,0.274,0.091,0.12,0.259,0.387,0.368,0.218,0.275,0.402,0.332,0.23,1019500,114500,79.128,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Medium (76-100),768,78,2,25,331,88,1292,"Medium (588-1,027)",Low (<105),Medium (2-4),Low (<26),Medium (224-353),Low (<109),"Medium (1,138-1,773)",0.354,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.034,0.0,0.0,0.2,0.0,0.0,0.095,0.0,0.023,0.0,0.077,0.0,0.167,0.022,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.01,0.024,0.083,0.0,0.0,0.0,0.0,0.154,0.231,0.034,0.1,0.31,0.034,0.012,0.007,0.222,0.008,0.056,0.005,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.123,0.203,0.004,0.028,0.0,0.0,0.0,0.013,0.0,0.004,0.034,0.0,0.015,0.0,0.006,0.013,0.0,0.045,0.028,0.01,0.042,0.034,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.032,0.0,0.018,0.0,0.026,0.045,0.0,0.004,0.0,0.25,0.0,0.011,0.0,0.0,0.111,0.2,0.18,0.0,0.0,0.0,0.333,0.5,0.333,0.375,0.0,0.0,1.0,0.333,0.5,0.2,0.0,0.0,0.333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.667,0.2,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.143,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.5,1.0,0.0,0.0,0.0
Cliffcrest,123,43.7211211669,-79.2355295687,0.167,0.0,0.22,0.278,0.175,0.162,0.264,0.204,0.113,0.072,0.169,0.066,0.08,0.217,0.253,0.202,0.112,0.162,0.272,0.211,0.157,1100000,112000,71.736,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Low (<76),691,103,1,26,302,149,1272,"Medium (588-1,027)",Low (<105),Low (<2),Medium (26-44),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.226,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.039,0.003,0.0,0.0,0.021,0.0,0.143,0.0,0.014,0.5,0.154,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.073,0.333,0.0,0.035,0.05,0.0,0.062,0.004,0.167,0.0,0.0,0.0,0.038,0.034,0.3,0.172,0.138,0.011,0.021,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.143,0.2,0.0,0.0,0.0,0.0,0.0,0.084,0.37,0.004,0.047,0.0,0.0,0.0,0.025,0.0,0.006,0.069,0.0,0.021,0.235,0.006,0.022,0.0,0.03,0.022,0.006,0.021,0.025,0.0,0.007,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.024,0.037,0.0,0.026,0.045,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.222,0.0,0.04,0.0,0.0,0.0,0.667,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.5,0.067,0.0,0.0,0.167,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.091,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.286,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.5,0.143,0.0,1.0
Kennedy Park,124,43.725555723199996,-79.2603822071,0.0,0.054,0.08,0.216,0.277,0.119,0.33,0.274,0.08,0.061,0.129,0.042,0.04,0.29,0.134,0.31,0.082,0.267,0.319,0.138,0.161,712000,74000,73.226,"Low (<964,000)","Low (<106,666)",Low (<76),1280,128,2,42,262,273,1987,"High (>1,027)",Medium (105-184),Medium (2-4),Medium (26-44),Medium (224-353),High (>192),"High (>1,773)",0.188,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.056,0.0,0.611,0.103,0.0,0.0,1.0,0.0,0.0,0.429,0.0,0.023,0.0,0.615,0.0,0.167,0.174,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.193,0.114,0.071,0.021,0.007,0.0,0.0,0.0,0.0,0.154,0.034,0.0,0.724,0.048,0.0,0.021,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.2,0.415,0.007,0.065,0.0,0.0,0.0,0.063,0.0,0.015,0.069,0.364,0.044,0.059,0.025,0.026,0.0,0.06,0.061,0.007,0.042,0.05,0.0,0.01,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.055,0.098,0.03,0.0,0.0,0.091,0.167,0.014,0.0,0.0,0.0,0.053,0.0,0.0,0.111,0.4,0.02,0.0,0.0,0.667,0.667,0.0,0.0,0.375,1.0,0.0,0.2,0.667,0.5,0.067,0.0,0.0,0.167,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.091,0.2,0.0,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.143,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.5,0.143,0.0,1.0
Ionview,125,43.735364407700004,-79.27247049420001,0.0,0.054,0.1,0.153,0.224,0.169,0.291,0.174,0.064,0.052,0.086,0.038,0.08,0.221,0.113,0.26,0.051,0.217,0.264,0.108,0.132,726000,75000,72.784,"Low (<964,000)","Low (<106,666)",Low (<76),690,47,0,16,196,97,1046,"Medium (588-1,027)",Low (<105),Low (<2),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.147,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.333,0.099,0.0,0.0,0.4,0.0,0.0,0.381,0.0,0.018,0.5,0.692,0.0,0.5,0.13,0.0,0.143,0.0,0.0,0.326,0.333,0.75,0.105,0.121,0.905,0.042,0.022,0.0,0.0,0.0,0.0,0.154,0.0,0.2,0.31,0.034,0.002,0.021,0.0,0.017,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.168,0.116,0.007,0.178,0.0,0.0,0.273,0.19,0.667,0.007,0.069,0.136,0.047,0.0,0.025,0.013,0.0,0.03,0.024,0.007,0.042,0.032,0.019,0.004,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.026,0.024,0.025,0.25,0.026,0.045,0.333,0.007,0.077,0.0,0.0,0.043,0.167,0.0,0.111,0.0,0.12,0.0,0.0,0.667,0.333,0.0,0.0,0.375,0.0,0.0,0.0,0.667,0.75,0.067,0.0,0.0,0.333,0.0,0.3,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.167,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.091,0.4,0.0,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.286,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.5,0.143,0.0,1.0
Dorset Park,126,43.759274372700006,-79.2789079388,0.0,0.0,0.12,0.273,0.527,0.36,0.508,0.327,0.083,0.084,0.212,0.064,0.12,0.411,0.243,0.425,0.129,0.392,0.421,0.2,0.242,614000,81000,92.946,"Low (<964,000)","Low (<106,666)",Medium (76-100),705,208,1,36,303,151,1404,"Medium (588-1,027)",High (>184),Low (<2),Medium (26-44),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.231,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.013,0.0,0.25,0.448,0.003,0.0,0.6,0.0,0.0,0.143,0.0,0.032,0.0,0.231,0.0,0.5,0.174,0.0,0.0,0.0,0.0,0.479,0.0,0.25,0.175,0.283,0.214,0.146,0.051,0.0,0.0,0.0,0.0,0.077,0.034,0.1,0.379,0.034,0.005,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.368,0.158,0.105,0.187,0.0,0.0,0.273,0.051,0.0,0.019,0.069,0.182,0.13,0.235,0.086,0.068,0.0,0.015,0.024,0.009,0.116,0.055,0.019,0.012,0.25,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.109,0.244,0.114,0.0,0.053,0.136,0.0,0.004,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.4,0.14,0.0,0.0,0.667,0.667,0.0,0.0,0.25,0.0,0.0,0.0,0.667,0.25,0.0,0.0,0.0,0.667,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.182,0.2,0.0,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.111,0.0,1.0,0.0,0.0,0.143,0.0,0.2,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.143,0.0,1.0
Bendale,127,43.7603663086,-79.2574003723,0.0,0.054,0.24,0.288,0.478,0.41,0.519,0.428,0.125,0.125,0.166,0.09,0.12,0.438,0.312,0.461,0.112,0.354,0.496,0.308,0.272,651000,84000,90.91,"Low (<964,000)","Low (<106,666)",Medium (76-100),810,157,2,40,210,200,1419,"Medium (588-1,027)",Medium (105-184),Medium (2-4),Medium (26-44),Low (<224),High (>192),"Medium (1,138-1,773)",0.295,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.222,0.227,0.0,0.0,0.6,0.0,0.0,0.143,0.022,0.027,0.5,0.462,0.0,0.333,0.174,0.0,0.143,1.0,0.0,0.385,0.0,0.5,0.211,0.24,0.214,0.104,0.011,0.0,0.0,0.0,0.077,0.038,0.069,0.1,0.862,0.076,0.007,0.034,0.111,0.017,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.348,0.191,0.175,0.393,0.0,0.333,0.273,0.101,0.333,0.026,0.103,0.455,0.19,0.059,0.215,0.076,0.0,0.09,0.041,0.014,0.074,0.101,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.148,0.171,0.25,0.0,0.079,0.227,0.167,0.014,0.0,0.0,0.0,0.096,0.0,0.182,0.0,0.0,0.1,0.0,0.0,0.333,0.667,0.0,0.0,0.375,0.0,0.0,0.2,0.5,0.25,0.0,0.0,1.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.167,0.5,0.0,0.0,0.0,0.375,0.0,0.0,0.182,0.2,0.0,0.2,0.0,0.0,0.5,0.333,0.4,0.0,0.333,0.0,0.0,0.0,0.111,0.0,1.0,0.0,0.0,0.286,0.0,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.143,0.0,1.0
